keywords,sentence
day farm pig,pig on the farm on a summer day
day farm pig,herd of pigs in a farm during the day
lake mountain town,cloudy sky snowy mountains and a town by a lake
lake mountain town,colorful boats in old town on lake in the mountain
computer manager work,manager works at the computer .
computer manager work,young manager working on the computer in the hotel room
butterfly leaf mate,butterflies mate on a leaf
butterfly leaf mate,beautiful butterfly mating each other on green leaf
city map state,map showing a city through indian state
consider purchase thing,things to consider before purchasing a second home
consider purchase thing,things that need considering while purchasing an used vehicle
build reflection window,building reflection in the windows
build reflection window,building reflection on the glass window and clouds
horse match pair,a pair of matched draft horses in full harness
horse match pair,a farmer ploughing the traditional way with a pair of matching black horses
depart metro station,a metro departs one of the stations
depart metro station,metro train departing from a station
bouquet collect flower,bouquet of flowers collected in the summer no
bouquet collect flower,man collects purple wild flowers in a high bouquet
grass patch sunlight,a stream with patches of sunlight flowing through tall grass
grass patch sunlight,sunlight shines strongly on a patch of green medium length grass
pour rain roof,heavy rain pouring down from the roof
pour rain roof,rain pouring onto a corrugated black roof
pour rain roof,rain pouring off a roof made of corrugated plastic roofing
blossom cherry garden,cherry blossoms in the garden
blossom cherry garden,a young macaque eats cherry blossoms at zoological garden .
bottle drug pharmacy,bottles of drugs on counter at a pharmacy
bottle drug pharmacy,pharmacist assisting the bottle of drug to customer in pharmacy
atmosphere image take,processing brings out atmosphere in this image taken by spacecraft .
atmosphere image take,this unprocessed image taken during first dive through rings shows features in atmosphere from closer than ever before .
day frustration match,supporters show their frustration during match on day .
day frustration match,cricketer reacts in frustration during day of the specsavers county match .
day frustration match,cricket player shows his frustration after cricket player looks on during day of the specsavers county match .
leave pond reflect,changing autumn leaves are reflected in a pond .
leave pond reflect,the illuminated autumn leaves reflected on the surface of the pond .
deer forest walk,whitetail deer walking from the forest
deer forest walk,group of deers walking in to the forest
deer forest walk,male red deer walking across a meadow in a forest
classroom participate student,students participate in the classroom .
classroom participate student,students in a classroom participating how they normally would .
cub mother wait,small black bear cubs on a rock waiting for their mother
cub mother wait,young lion cubs waiting for their mother while hiding in the long grass
field painting tree,trees in a field on a painting
field painting tree,painting of a wheat field and a lonesome tree .
field painting tree,a painting of clouds in the northern sky with field and trees
boil plate potato,boiled potatoes with dill on a plate .
family meadow run,family running in a meadow
family meadow run,family running together across the meadow
family meadow run,young happy family running on a green meadow
environment organism surrounding,respond to environment when an organism reacts to changes in their surroundings .
environment organism surrounding,biotic and abiotic surroundings to which an organism must constantly adjust environment
edge flower forest,blue flowers at the edge of forest
edge flower forest,pearly everlasting flowers blooming on edge of a young forest near a mountain stream
leaf sky tree,leaf of a palm tree against the clear blue sky
leaf sky tree,close up red maple leaf on the tree against sky in autumn .
city storm sweep,a storm sweeps over a city .
city storm sweep,dust storm swept through the city .
city storm sweep,a storm sweeps into the city from the west .
attraction cover fog,tourist attraction is covered by a heavy fog .
flower time year,the flowers are lovely at this time of the year
flower time year,this variety has many small fragrant flowers from time to time throughout the year .
perform series singer,singer performs on the television series
perform series singer,singer performs during all american concert series .
move shadow tree,shadows of the trees moves on the wall
building cover floor,gas masks cover the floor of an abandoned building
